outer_test_participant,family,candidate_id,candidate_order,inner_fold,inner_train_participants,inner_validation_participants,validation_participant,participant_balanced_accuracy,effective_params,all_missing_features_in_inner_training,model_seed
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.03,class_weight_mode=training_ratio",5,1,"S11,S14,S15,S16,S17,S2,S3,S5,S6,S8,S9","S10,S4,S7",S4,0.9444444444444444,"{""class_weight_mode"": ""training_ratio"", ""learning_rate"": 0.03, ""max_depth"": 3, ""scale_pos_weight"": 1.8392857142857142}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.03,class_weight_mode=training_ratio",5,1,"S11,S14,S15,S16,S17,S2,S3,S5,S6,S8,S9","S10,S4,S7",S7,0.5526315789473684,"{""class_weight_mode"": ""training_ratio"", ""learning_rate"": 0.03, ""max_depth"": 3, ""scale_pos_weight"": 1.8392857142857142}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.03,class_weight_mode=training_ratio",5,2,"S10,S11,S14,S15,S17,S2,S4,S5,S6,S7,S9","S16,S3,S8",S16,1.0,"{""class_weight_mode"": ""training_ratio"", ""learning_rate"": 0.03, ""max_depth"": 3, ""scale_pos_weight"": 1.864864864864865}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.03,class_weight_mode=training_ratio",5,2,"S10,S11,S14,S15,S17,S2,S4,S5,S6,S7,S9","S16,S3,S8",S3,0.8055555555555556,"{""class_weight_mode"": ""training_ratio"", ""learning_rate"": 0.03, ""max_depth"": 3, ""scale_pos_weight"": 1.864864864864865}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.03,class_weight_mode=training_ratio",5,2,"S10,S11,S14,S15,S17,S2,S4,S5,S6,S7,S9","S16,S3,S8",S8,1.0,"{""class_weight_mode"": ""training_ratio"", ""learning_rate"": 0.03, ""max_depth"": 3, ""scale_pos_weight"": 1.864864864864865}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.03,class_weight_mode=training_ratio",5,3,"S10,S14,S15,S16,S17,S3,S4,S5,S7,S8","S11,S2,S6,S9",S11,0.9736842105263157,"{""class_weight_mode"": ""training_ratio"", ""learning_rate"": 0.03, ""max_depth"": 3, ""scale_pos_weight"": 1.8529411764705883}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.03,class_weight_mode=training_ratio",5,3,"S10,S14,S15,S16,S17,S3,S4,S5,S7,S8","S11,S2,S6,S9",S2,0.85,"{""class_weight_mode"": ""training_ratio"", ""learning_rate"": 0.03, ""max_depth"": 3, ""scale_pos_weight"": 1.8529411764705883}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.03,class_weight_mode=training_ratio",5,3,"S10,S14,S15,S16,S17,S3,S4,S5,S7,S8","S11,S2,S6,S9",S6,0.95,"{""class_weight_mode"": ""training_ratio"", ""learning_rate"": 0.03, ""max_depth"": 3, ""scale_pos_weight"": 1.8529411764705883}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.03,class_weight_mode=training_ratio",5,3,"S10,S14,S15,S16,S17,S3,S4,S5,S7,S8","S11,S2,S6,S9",S9,0.8333333333333333,"{""class_weight_mode"": ""training_ratio"", ""learning_rate"": 0.03, ""max_depth"": 3, ""scale_pos_weight"": 1.8529411764705883}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=none",6,0,"S10,S11,S16,S2,S3,S4,S6,S7,S8,S9","S14,S15,S17,S5",S14,0.5,"{""class_weight_mode"": ""none"", ""learning_rate"": 0.1, ""max_depth"": 3, ""scale_pos_weight"": 1.0}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=none",6,0,"S10,S11,S16,S2,S3,S4,S6,S7,S8,S9","S14,S15,S17,S5",S15,0.8181818181818181,"{""class_weight_mode"": ""none"", ""learning_rate"": 0.1, ""max_depth"": 3, ""scale_pos_weight"": 1.0}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=none",6,0,"S10,S11,S16,S2,S3,S4,S6,S7,S8,S9","S14,S15,S17,S5",S17,0.784688995215311,"{""class_weight_mode"": ""none"", ""learning_rate"": 0.1, ""max_depth"": 3, ""scale_pos_weight"": 1.0}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=none",6,0,"S10,S11,S16,S2,S3,S4,S6,S7,S8,S9","S14,S15,S17,S5",S5,0.7777777777777778,"{""class_weight_mode"": ""none"", ""learning_rate"": 0.1, ""max_depth"": 3, ""scale_pos_weight"": 1.0}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=none",6,1,"S11,S14,S15,S16,S17,S2,S3,S5,S6,S8,S9","S10,S4,S7",S10,0.9090909090909092,"{""class_weight_mode"": ""none"", ""learning_rate"": 0.1, ""max_depth"": 3, ""scale_pos_weight"": 1.0}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=none",6,1,"S11,S14,S15,S16,S17,S2,S3,S5,S6,S8,S9","S10,S4,S7",S4,0.9444444444444444,"{""class_weight_mode"": ""none"", ""learning_rate"": 0.1, ""max_depth"": 3, ""scale_pos_weight"": 1.0}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=none",6,1,"S11,S14,S15,S16,S17,S2,S3,S5,S6,S8,S9","S10,S4,S7",S7,0.6052631578947368,"{""class_weight_mode"": ""none"", ""learning_rate"": 0.1, ""max_depth"": 3, ""scale_pos_weight"": 1.0}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=none",6,2,"S10,S11,S14,S15,S17,S2,S4,S5,S6,S7,S9","S16,S3,S8",S16,1.0,"{""class_weight_mode"": ""none"", ""learning_rate"": 0.1, ""max_depth"": 3, ""scale_pos_weight"": 1.0}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=none",6,2,"S10,S11,S14,S15,S17,S2,S4,S5,S6,S7,S9","S16,S3,S8",S3,0.9166666666666667,"{""class_weight_mode"": ""none"", ""learning_rate"": 0.1, ""max_depth"": 3, ""scale_pos_weight"": 1.0}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=none",6,2,"S10,S11,S14,S15,S17,S2,S4,S5,S6,S7,S9","S16,S3,S8",S8,1.0,"{""class_weight_mode"": ""none"", ""learning_rate"": 0.1, ""max_depth"": 3, ""scale_pos_weight"": 1.0}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=none",6,3,"S10,S14,S15,S16,S17,S3,S4,S5,S7,S8","S11,S2,S6,S9",S11,1.0,"{""class_weight_mode"": ""none"", ""learning_rate"": 0.1, ""max_depth"": 3, ""scale_pos_weight"": 1.0}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=none",6,3,"S10,S14,S15,S16,S17,S3,S4,S5,S7,S8","S11,S2,S6,S9",S2,0.9,"{""class_weight_mode"": ""none"", ""learning_rate"": 0.1, ""max_depth"": 3, ""scale_pos_weight"": 1.0}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=none",6,3,"S10,S14,S15,S16,S17,S3,S4,S5,S7,S8","S11,S2,S6,S9",S6,0.95,"{""class_weight_mode"": ""none"", ""learning_rate"": 0.1, ""max_depth"": 3, ""scale_pos_weight"": 1.0}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=none",6,3,"S10,S14,S15,S16,S17,S3,S4,S5,S7,S8","S11,S2,S6,S9",S9,0.7777777777777778,"{""class_weight_mode"": ""none"", ""learning_rate"": 0.1, ""max_depth"": 3, ""scale_pos_weight"": 1.0}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=training_ratio",7,0,"S10,S11,S16,S2,S3,S4,S6,S7,S8,S9","S14,S15,S17,S5",S14,0.5,"{""class_weight_mode"": ""training_ratio"", ""learning_rate"": 0.1, ""max_depth"": 3, ""scale_pos_weight"": 1.8514851485148516}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=training_ratio",7,0,"S10,S11,S16,S2,S3,S4,S6,S7,S8,S9","S14,S15,S17,S5",S15,0.8636363636363636,"{""class_weight_mode"": ""training_ratio"", ""learning_rate"": 0.1, ""max_depth"": 3, ""scale_pos_weight"": 1.8514851485148516}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=training_ratio",7,0,"S10,S11,S16,S2,S3,S4,S6,S7,S8,S9","S14,S15,S17,S5",S17,0.7583732057416268,"{""class_weight_mode"": ""training_ratio"", ""learning_rate"": 0.1, ""max_depth"": 3, ""scale_pos_weight"": 1.8514851485148516}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=training_ratio",7,0,"S10,S11,S16,S2,S3,S4,S6,S7,S8,S9","S14,S15,S17,S5",S5,0.7777777777777778,"{""class_weight_mode"": ""training_ratio"", ""learning_rate"": 0.1, ""max_depth"": 3, ""scale_pos_weight"": 1.8514851485148516}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=training_ratio",7,1,"S11,S14,S15,S16,S17,S2,S3,S5,S6,S8,S9","S10,S4,S7",S10,0.9090909090909092,"{""class_weight_mode"": ""training_ratio"", ""learning_rate"": 0.1, ""max_depth"": 3, ""scale_pos_weight"": 1.8392857142857142}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=training_ratio",7,1,"S11,S14,S15,S16,S17,S2,S3,S5,S6,S8,S9","S10,S4,S7",S4,1.0,"{""class_weight_mode"": ""training_ratio"", ""learning_rate"": 0.1, ""max_depth"": 3, ""scale_pos_weight"": 1.8392857142857142}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=training_ratio",7,1,"S11,S14,S15,S16,S17,S2,S3,S5,S6,S8,S9","S10,S4,S7",S7,0.5526315789473684,"{""class_weight_mode"": ""training_ratio"", ""learning_rate"": 0.1, ""max_depth"": 3, ""scale_pos_weight"": 1.8392857142857142}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=training_ratio",7,2,"S10,S11,S14,S15,S17,S2,S4,S5,S6,S7,S9","S16,S3,S8",S16,1.0,"{""class_weight_mode"": ""training_ratio"", ""learning_rate"": 0.1, ""max_depth"": 3, ""scale_pos_weight"": 1.864864864864865}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=training_ratio",7,2,"S10,S11,S14,S15,S17,S2,S4,S5,S6,S7,S9","S16,S3,S8",S3,0.8055555555555556,"{""class_weight_mode"": ""training_ratio"", ""learning_rate"": 0.1, ""max_depth"": 3, ""scale_pos_weight"": 1.864864864864865}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=training_ratio",7,2,"S10,S11,S14,S15,S17,S2,S4,S5,S6,S7,S9","S16,S3,S8",S8,1.0,"{""class_weight_mode"": ""training_ratio"", ""learning_rate"": 0.1, ""max_depth"": 3, ""scale_pos_weight"": 1.864864864864865}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=training_ratio",7,3,"S10,S14,S15,S16,S17,S3,S4,S5,S7,S8","S11,S2,S6,S9",S11,0.9736842105263157,"{""class_weight_mode"": ""training_ratio"", ""learning_rate"": 0.1, ""max_depth"": 3, ""scale_pos_weight"": 1.8529411764705883}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=training_ratio",7,3,"S10,S14,S15,S16,S17,S3,S4,S5,S7,S8","S11,S2,S6,S9",S2,0.9,"{""class_weight_mode"": ""training_ratio"", ""learning_rate"": 0.1, ""max_depth"": 3, ""scale_pos_weight"": 1.8529411764705883}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=training_ratio",7,3,"S10,S14,S15,S16,S17,S3,S4,S5,S7,S8","S11,S2,S6,S9",S6,0.95,"{""class_weight_mode"": ""training_ratio"", ""learning_rate"": 0.1, ""max_depth"": 3, ""scale_pos_weight"": 1.8529411764705883}",[],3620697750
S13,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=training_ratio",7,3,"S10,S14,S15,S16,S17,S3,S4,S5,S7,S8","S11,S2,S6,S9",S9,0.8333333333333333,"{""class_weight_mode"": ""training_ratio"", ""learning_rate"": 0.1, ""max_depth"": 3, ""scale_pos_weight"": 1.8529411764705883}",[],3620697750
S14,logistic,"logistic:C=0.1,class_weight=None",0,0,"S10,S11,S15,S16,S2,S4,S6,S7,S8,S9","S13,S17,S3,S5",S13,0.8947368421052632,"{""C"": 0.1, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=0.1,class_weight=None",0,0,"S10,S11,S15,S16,S2,S4,S6,S7,S8,S9","S13,S17,S3,S5",S17,0.9090909090909092,"{""C"": 0.1, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=0.1,class_weight=None",0,0,"S10,S11,S15,S16,S2,S4,S6,S7,S8,S9","S13,S17,S3,S5",S3,0.8444444444444444,"{""C"": 0.1, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=0.1,class_weight=None",0,0,"S10,S11,S15,S16,S2,S4,S6,S7,S8,S9","S13,S17,S3,S5",S5,0.9210526315789473,"{""C"": 0.1, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=0.1,class_weight=None",0,1,"S10,S13,S15,S16,S17,S2,S3,S5,S6,S8,S9","S11,S4,S7",S11,1.0,"{""C"": 0.1, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=0.1,class_weight=None",0,1,"S10,S13,S15,S16,S17,S2,S3,S5,S6,S8,S9","S11,S4,S7",S4,1.0,"{""C"": 0.1, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=0.1,class_weight=None",0,1,"S10,S13,S15,S16,S17,S2,S3,S5,S6,S8,S9","S11,S4,S7",S7,0.6052631578947368,"{""C"": 0.1, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=0.1,class_weight=None",0,2,"S10,S11,S13,S17,S3,S4,S5,S6,S7,S8","S15,S16,S2,S9",S15,0.5,"{""C"": 0.1, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=0.1,class_weight=None",0,2,"S10,S11,S13,S17,S3,S4,S5,S6,S7,S8","S15,S16,S2,S9",S16,0.5,"{""C"": 0.1, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=0.1,class_weight=None",0,2,"S10,S11,S13,S17,S3,S4,S5,S6,S7,S8","S15,S16,S2,S9",S2,0.7,"{""C"": 0.1, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=0.1,class_weight=None",0,2,"S10,S11,S13,S17,S3,S4,S5,S6,S7,S8","S15,S16,S2,S9",S9,0.7777777777777778,"{""C"": 0.1, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=0.1,class_weight=None",0,3,"S11,S13,S15,S16,S17,S2,S3,S4,S5,S7,S9","S10,S6,S8",S10,0.7727272727272727,"{""C"": 0.1, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=0.1,class_weight=None",0,3,"S11,S13,S15,S16,S17,S2,S3,S4,S5,S7,S9","S10,S6,S8",S6,1.0,"{""C"": 0.1, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=0.1,class_weight=None",0,3,"S11,S13,S15,S16,S17,S2,S3,S4,S5,S7,S9","S10,S6,S8",S8,0.9545454545454546,"{""C"": 0.1, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=0.1,class_weight=balanced",1,0,"S10,S11,S15,S16,S2,S4,S6,S7,S8,S9","S13,S17,S3,S5",S13,0.8947368421052632,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],4139403392
S14,logistic,"logistic:C=0.1,class_weight=balanced",1,0,"S10,S11,S15,S16,S2,S4,S6,S7,S8,S9","S13,S17,S3,S5",S17,0.8827751196172249,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],4139403392
S14,logistic,"logistic:C=0.1,class_weight=balanced",1,0,"S10,S11,S15,S16,S2,S4,S6,S7,S8,S9","S13,S17,S3,S5",S3,0.8444444444444444,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],4139403392
S14,logistic,"logistic:C=0.1,class_weight=balanced",1,0,"S10,S11,S15,S16,S2,S4,S6,S7,S8,S9","S13,S17,S3,S5",S5,0.9210526315789473,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],4139403392
S14,logistic,"logistic:C=0.1,class_weight=balanced",1,1,"S10,S13,S15,S16,S17,S2,S3,S5,S6,S8,S9","S11,S4,S7",S11,1.0,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],4139403392
S14,logistic,"logistic:C=0.1,class_weight=balanced",1,1,"S10,S13,S15,S16,S17,S2,S3,S5,S6,S8,S9","S11,S4,S7",S4,1.0,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],4139403392
S14,logistic,"logistic:C=0.1,class_weight=balanced",1,1,"S10,S13,S15,S16,S17,S2,S3,S5,S6,S8,S9","S11,S4,S7",S7,0.5789473684210527,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],4139403392
S14,logistic,"logistic:C=0.1,class_weight=balanced",1,2,"S10,S11,S13,S17,S3,S4,S5,S6,S7,S8","S15,S16,S2,S9",S15,0.5,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],4139403392
S14,logistic,"logistic:C=0.1,class_weight=balanced",1,2,"S10,S11,S13,S17,S3,S4,S5,S6,S7,S8","S15,S16,S2,S9",S16,0.5,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],4139403392
S14,logistic,"logistic:C=0.1,class_weight=balanced",1,2,"S10,S11,S13,S17,S3,S4,S5,S6,S7,S8","S15,S16,S2,S9",S2,0.7,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],4139403392
S14,logistic,"logistic:C=0.1,class_weight=balanced",1,2,"S10,S11,S13,S17,S3,S4,S5,S6,S7,S8","S15,S16,S2,S9",S9,0.8888888888888888,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],4139403392
S14,logistic,"logistic:C=0.1,class_weight=balanced",1,3,"S11,S13,S15,S16,S17,S2,S3,S4,S5,S7,S9","S10,S6,S8",S10,0.8636363636363636,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],4139403392
S14,logistic,"logistic:C=0.1,class_weight=balanced",1,3,"S11,S13,S15,S16,S17,S2,S3,S4,S5,S7,S9","S10,S6,S8",S6,1.0,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],4139403392
S14,logistic,"logistic:C=0.1,class_weight=balanced",1,3,"S11,S13,S15,S16,S17,S2,S3,S4,S5,S7,S9","S10,S6,S8",S8,1.0,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],4139403392
S14,logistic,"logistic:C=1.0,class_weight=None",2,0,"S10,S11,S15,S16,S2,S4,S6,S7,S8,S9","S13,S17,S3,S5",S13,0.9473684210526316,"{""C"": 1.0, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=1.0,class_weight=None",2,0,"S10,S11,S15,S16,S2,S4,S6,S7,S8,S9","S13,S17,S3,S5",S17,0.9090909090909092,"{""C"": 1.0, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=1.0,class_weight=None",2,0,"S10,S11,S15,S16,S2,S4,S6,S7,S8,S9","S13,S17,S3,S5",S3,0.8444444444444444,"{""C"": 1.0, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=1.0,class_weight=None",2,0,"S10,S11,S15,S16,S2,S4,S6,S7,S8,S9","S13,S17,S3,S5",S5,0.9210526315789473,"{""C"": 1.0, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=1.0,class_weight=None",2,1,"S10,S13,S15,S16,S17,S2,S3,S5,S6,S8,S9","S11,S4,S7",S11,1.0,"{""C"": 1.0, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=1.0,class_weight=None",2,1,"S10,S13,S15,S16,S17,S2,S3,S5,S6,S8,S9","S11,S4,S7",S4,1.0,"{""C"": 1.0, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=1.0,class_weight=None",2,1,"S10,S13,S15,S16,S17,S2,S3,S5,S6,S8,S9","S11,S4,S7",S7,0.5526315789473684,"{""C"": 1.0, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=1.0,class_weight=None",2,2,"S10,S11,S13,S17,S3,S4,S5,S6,S7,S8","S15,S16,S2,S9",S15,0.5,"{""C"": 1.0, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=1.0,class_weight=None",2,2,"S10,S11,S13,S17,S3,S4,S5,S6,S7,S8","S15,S16,S2,S9",S16,0.5,"{""C"": 1.0, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=1.0,class_weight=None",2,2,"S10,S11,S13,S17,S3,S4,S5,S6,S7,S8","S15,S16,S2,S9",S2,0.9,"{""C"": 1.0, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=1.0,class_weight=None",2,2,"S10,S11,S13,S17,S3,S4,S5,S6,S7,S8","S15,S16,S2,S9",S9,0.9444444444444444,"{""C"": 1.0, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=1.0,class_weight=None",2,3,"S11,S13,S15,S16,S17,S2,S3,S4,S5,S7,S9","S10,S6,S8",S10,0.7727272727272727,"{""C"": 1.0, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=1.0,class_weight=None",2,3,"S11,S13,S15,S16,S17,S2,S3,S4,S5,S7,S9","S10,S6,S8",S6,0.9,"{""C"": 1.0, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=1.0,class_weight=None",2,3,"S11,S13,S15,S16,S17,S2,S3,S4,S5,S7,S9","S10,S6,S8",S8,1.0,"{""C"": 1.0, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=1.0,class_weight=balanced",3,0,"S10,S11,S15,S16,S2,S4,S6,S7,S8,S9","S13,S17,S3,S5",S13,0.9473684210526316,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],4139403392
S14,logistic,"logistic:C=1.0,class_weight=balanced",3,0,"S10,S11,S15,S16,S2,S4,S6,S7,S8,S9","S13,S17,S3,S5",S17,0.8827751196172249,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],4139403392
S14,logistic,"logistic:C=1.0,class_weight=balanced",3,0,"S10,S11,S15,S16,S2,S4,S6,S7,S8,S9","S13,S17,S3,S5",S3,0.8444444444444444,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],4139403392
S14,logistic,"logistic:C=1.0,class_weight=balanced",3,0,"S10,S11,S15,S16,S2,S4,S6,S7,S8,S9","S13,S17,S3,S5",S5,0.9210526315789473,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],4139403392
S14,logistic,"logistic:C=1.0,class_weight=balanced",3,1,"S10,S13,S15,S16,S17,S2,S3,S5,S6,S8,S9","S11,S4,S7",S11,1.0,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],4139403392
S14,logistic,"logistic:C=1.0,class_weight=balanced",3,1,"S10,S13,S15,S16,S17,S2,S3,S5,S6,S8,S9","S11,S4,S7",S4,1.0,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],4139403392
S14,logistic,"logistic:C=1.0,class_weight=balanced",3,1,"S10,S13,S15,S16,S17,S2,S3,S5,S6,S8,S9","S11,S4,S7",S7,0.5263157894736842,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],4139403392
S14,logistic,"logistic:C=1.0,class_weight=balanced",3,2,"S10,S11,S13,S17,S3,S4,S5,S6,S7,S8","S15,S16,S2,S9",S15,0.5,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],4139403392
S14,logistic,"logistic:C=1.0,class_weight=balanced",3,2,"S10,S11,S13,S17,S3,S4,S5,S6,S7,S8","S15,S16,S2,S9",S16,0.5,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],4139403392
S14,logistic,"logistic:C=1.0,class_weight=balanced",3,2,"S10,S11,S13,S17,S3,S4,S5,S6,S7,S8","S15,S16,S2,S9",S2,0.95,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],4139403392
S14,logistic,"logistic:C=1.0,class_weight=balanced",3,2,"S10,S11,S13,S17,S3,S4,S5,S6,S7,S8","S15,S16,S2,S9",S9,0.9444444444444444,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],4139403392
S14,logistic,"logistic:C=1.0,class_weight=balanced",3,3,"S11,S13,S15,S16,S17,S2,S3,S4,S5,S7,S9","S10,S6,S8",S10,0.8181818181818181,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],4139403392
S14,logistic,"logistic:C=1.0,class_weight=balanced",3,3,"S11,S13,S15,S16,S17,S2,S3,S4,S5,S7,S9","S10,S6,S8",S6,0.95,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],4139403392
S14,logistic,"logistic:C=1.0,class_weight=balanced",3,3,"S11,S13,S15,S16,S17,S2,S3,S4,S5,S7,S9","S10,S6,S8",S8,0.9545454545454546,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],4139403392
S14,logistic,"logistic:C=10.0,class_weight=None",4,0,"S10,S11,S15,S16,S2,S4,S6,S7,S8,S9","S13,S17,S3,S5",S13,0.9210526315789473,"{""C"": 10.0, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=10.0,class_weight=None",4,0,"S10,S11,S15,S16,S2,S4,S6,S7,S8,S9","S13,S17,S3,S5",S17,0.8827751196172249,"{""C"": 10.0, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=10.0,class_weight=None",4,0,"S10,S11,S15,S16,S2,S4,S6,S7,S8,S9","S13,S17,S3,S5",S3,0.7444444444444445,"{""C"": 10.0, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=10.0,class_weight=None",4,0,"S10,S11,S15,S16,S2,S4,S6,S7,S8,S9","S13,S17,S3,S5",S5,0.9473684210526316,"{""C"": 10.0, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=10.0,class_weight=None",4,1,"S10,S13,S15,S16,S17,S2,S3,S5,S6,S8,S9","S11,S4,S7",S11,1.0,"{""C"": 10.0, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=10.0,class_weight=None",4,1,"S10,S13,S15,S16,S17,S2,S3,S5,S6,S8,S9","S11,S4,S7",S4,1.0,"{""C"": 10.0, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=10.0,class_weight=None",4,1,"S10,S13,S15,S16,S17,S2,S3,S5,S6,S8,S9","S11,S4,S7",S7,0.5263157894736842,"{""C"": 10.0, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=10.0,class_weight=None",4,2,"S10,S11,S13,S17,S3,S4,S5,S6,S7,S8","S15,S16,S2,S9",S15,0.5,"{""C"": 10.0, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=10.0,class_weight=None",4,2,"S10,S11,S13,S17,S3,S4,S5,S6,S7,S8","S15,S16,S2,S9",S16,0.5,"{""C"": 10.0, ""class_weight"": null}",[],4139403392
S14,logistic,"logistic:C=10.0,class_weight=None",4,2,"S10,S11,S13,S17,S3,S4,S5,S6,S7,S8","S15,S16,S2,S9",S2,0.95,"{""C"": 10.0, ""class_weight"": null}",[],4139403392
