outer_test_participant,family,candidate_id,candidate_order,params,participant_mean_balanced_accuracy,n_validation_participants
S17,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=balanced",1,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 5}",0.832249183564973,14
S17,random_forest,"random_forest:max_depth=3,min_samples_leaf=2,class_weight=None",2,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 2}",0.8148306371990583,14
S17,random_forest,"random_forest:max_depth=3,min_samples_leaf=2,class_weight=balanced",3,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 2}",0.8412717399559504,14
S17,random_forest,"random_forest:max_depth=6,min_samples_leaf=5,class_weight=None",4,"{""class_weight"": null, ""max_depth"": 6, ""min_samples_leaf"": 5}",0.8402597402597403,14
S17,random_forest,"random_forest:max_depth=6,min_samples_leaf=5,class_weight=balanced",5,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_leaf"": 5}",0.8646426672742462,14
S17,random_forest,"random_forest:max_depth=6,min_samples_leaf=2,class_weight=None",6,"{""class_weight"": null, ""max_depth"": 6, ""min_samples_leaf"": 2}",0.8402597402597403,14
S17,random_forest,"random_forest:max_depth=6,min_samples_leaf=2,class_weight=balanced",7,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_leaf"": 2}",0.8685064935064934,14
S17,xgboost,"xgboost:max_depth=2,learning_rate=0.03,class_weight_mode=none",0,"{""class_weight_mode"": ""none"", ""learning_rate"": 0.03, ""max_depth"": 2}",0.8404192298929142,14
S17,xgboost,"xgboost:max_depth=2,learning_rate=0.03,class_weight_mode=training_ratio",1,"{""class_weight_mode"": ""training_ratio"", ""learning_rate"": 0.03, ""max_depth"": 2}",0.8669628616997038,14
S17,xgboost,"xgboost:max_depth=2,learning_rate=0.1,class_weight_mode=none",2,"{""class_weight_mode"": ""none"", ""learning_rate"": 0.1, ""max_depth"": 2}",0.8491493886230729,14
S17,xgboost,"xgboost:max_depth=2,learning_rate=0.1,class_weight_mode=training_ratio",3,"{""class_weight_mode"": ""training_ratio"", ""learning_rate"": 0.1, ""max_depth"": 2}",0.8776448697501328,14
S17,xgboost,"xgboost:max_depth=3,learning_rate=0.03,class_weight_mode=none",4,"{""class_weight_mode"": ""none"", ""learning_rate"": 0.03, ""max_depth"": 3}",0.8554264449001291,14
S17,xgboost,"xgboost:max_depth=3,learning_rate=0.03,class_weight_mode=training_ratio",5,"{""class_weight_mode"": ""training_ratio"", ""learning_rate"": 0.03, ""max_depth"": 3}",0.8623490544543176,14
S17,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=none",6,"{""class_weight_mode"": ""none"", ""learning_rate"": 0.1, ""max_depth"": 3}",0.8331719450140502,14
S17,xgboost,"xgboost:max_depth=3,learning_rate=0.1,class_weight_mode=training_ratio",7,"{""class_weight_mode"": ""training_ratio"", ""learning_rate"": 0.1, ""max_depth"": 3}",0.8632148553201183,14
